Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure,Rainfall,AQI,Pollution_Level
2024-01-01 00:00:00,48.86595141448554,93.4304983379063,78.42860669645646,19.481612115050552,2.6207399828745697,119.37638446522175,27.302304187458727,45.30525614065048,3.5425600435859645,1008.3658230718754,0.0,133.66487853621385,Kém
2024-01-01 01:00:00,18.384370065382193,84.4825063864078,51.72061868160711,3.4389168123262928,1.924469269190234,49.72779488642482,22.88996859487778,30.0,2.370525039075749,1018.9772046691261,0.0,65.2412531932039,Trung Bình
2024-01-01 02:00:00,44.107209111391356,32.457544134283815,42.870064584001675,12.264623139732105,2.055120886860124,53.948801633118094,30.556834553526812,49.86502775262066,1.9422890710440996,1021.2254491210319,0.0,121.7680227784784,Kém
2024-01-01 03:00:00,78.23672896984633,75.37774690120034,33.95755337615684,22.503378929447067,1.0111017830889912,24.50117359389337,27.321101250501044,44.61858338337041,1.6533219026386539,1004.1940873395289,0.0,162.01933103676123,Xấu
2024-01-01 04:00:00,42.00924140672768,52.41358990688783,56.31437464379793,33.419056621225586,4.2137230028379,46.82347430332085,24.072362872446355,53.31263431403564,3.975545127122359,1008.2082576215471,0.0,116.5231035168192,Kém
2024-01-01 05:00:00,68.49772768700774,41.6424954308367,55.27307111224451,22.58201604369818,1.250698076168388,69.72588764915444,27.918890601267364,57.95595463895942,4.495434252883474,1016.3818125199332,0.0,156.8935408878988,Xấu
2024-01-01 06:00:00,31.946762856799143,34.92513542121531,17.22255057653309,10.620508193291714,0.3375,65.40984336487465,26.07133771453524,64.77894044741517,2.4817297817263526,1004.9150639710681,0.0,92.62128815555371,Trung Bình
2024-01-01 07:00:00,74.59648944300437,128.35221628947554,59.39540136584248,30.728758200807693,5.915307485975277,77.266598818645,24.07213436066627,56.73125502773975,2.7433698173074457,1009.3217427586724,0.0,160.1034154963181,Xấu
2024-01-01 08:00:00,80.38013548642664,103.48558095775748,54.69655744988713,7.594865718831913,3.2621364090038734,61.71856450419692,22.593168192335142,48.387142883339905,3.4040508568145382,1031.8618590121052,0.0,163.14743972969822,Xấu
2024-01-01 09:00:00,70.07143054375334,33.358764234568156,28.075648721076995,14.246291210724848,4.242717052462178,59.02172158355961,23.022453092690565,50.039373044314026,3.477754099433527,1010.409713552611,0.0,157.72180554934386,Xấu
2024-01-01 10:00:00,26.022821544711885,108.5259914757639,61.48863313991547,31.77028091578237,1.624561690355847,114.08382932808297,20.794446811623157,55.868570938002705,5.190455625809978,1003.0946367486931,1.787556809189167,79.96329389895702,Trung Bình
2024-01-01 11:00:00,15.615563951941489,68.32946095833444,18.70859769028028,24.99110302066788,1.4372853678041428,118.4980321505262,22.65024012299129,46.77938483794324,3.81351721736967,1000.6913568356605,0.0,57.72556399987498,Trung Bình
2024-01-01 12:00:00,139.5360537765389,83.06815606332161,51.37947279937862,6.643264487436121,6.091627856481588,208.0910708023774,22.39856153185134,56.17640845511145,4.21707079698011,1015.2628826949888,0.21399380287189865,194.2821335665994,Xấu
2024-01-01 13:00:00,65.99814966356749,45.01838724373375,80.2384123962639,44.909525830883396,4.796917633248577,81.30952901467009,22.746461726008214,38.6957194687947,3.7699773599307935,1025.6838952240391,0.0,155.5779735071408,Xấu
2024-01-01 14:00:00,110.82622453224212,78.75891615641883,32.65120361851281,13.770135066064048,2.068327128533385,130.66302884545664,26.02345592444993,52.766907993300194,3.8271832490360236,1013.1300189187791,0.0,179.1716971222327,Xấu
2024-01-01 15:00:00,26.91882837892833,95.46598128367754,30.114962975978546,44.175937990641,3.953396379279956,127.27846028824784,24.62760283335502,57.40340817947739,2.5475377676553306,1020.7704979490361,0.0,81.87783841651353,Trung Bình
2024-01-01 16:00:00,65.35978897588521,74.15151169551193,15.455327370167838,22.38326693117972,3.2584521069509793,85.28301921368626,25.461175317836584,50.58208718446,1.857029702169377,1016.5778736034829,0.0,155.24199419783432,Xấu
2024-01-01 17:00:00,44.707610092785856,168.37853084652275,94.5053298665131,22.053061358709744,4.9976725529564865,79.71622472940321,25.071795443397512,58.71913988812393,4.437356328333527,1013.0730637274063,0.0,123.26902523196465,Kém
2024-01-01 18:00:00,103.96067432682499,101.4615480073199,96.09740948480622,20.474533922921644,4.094214198683072,57.4390935651269,25.245622418158966,73.14658566673509,1.132734807408252,1019.8626019037451,0.07612699856557877,175.55824964569734,Xấu
2024-01-01 19:00:00,36.8848095428811,94.8230040902975,40.90497223469895,8.425653476233443,1.6971362288264418,92.38793246804028,22.80890010484859,52.16458589581975,3.045571839903814,1006.4839965239419,0.0,103.71202385720275,Kém
2024-01-01 20:00:00,81.4933506736094,86.42674080922018,62.93692090536603,40.17696677213049,2.356292144415046,58.66503767342453,19.992602922728405,42.28180922243245,4.661301730608154,1009.6575290884963,0.0,163.73334245979441,Xấu
2024-01-01 21:00:00,77.7241612152869,73.4484731643325,14.015650642614228,28.24547156299742,5.211152925216104,102.97395781653442,20.44189010213796,45.15765927133749,4.2669111491866225,1005.9233053438122,0.2467607844799521,161.74955853436154,Xấu
2024-01-01 22:00:00,68.52281363051912,46.24293488749951,42.78255394430843,2.9396624911989635,1.433985528359869,64.4229554582052,21.25665045410545,66.32411303931636,1.5698586220393673,1008.5995551330302,0.0,156.9067440160627,Xấu
